Id,Final_Scores
4100,"{'level': 2.0787, 'say': 1.079, 'hard': 1.0786}"
325570,"{'last': 3.1311, 'one': 2.0932, 'two': 2.0679, 'good': 1.0522, 'heavy': 1.0496}"
391818,{'normally': 2.0709}
230310,{'buy': 2.0941}
375039,"{'xylitol': 3.1068, 'product': 2.1001, 'good': 2.0918, 'long': 1.0512}"
172225,"{'excite': 2.111, 'taste': 1.1166, 'licorice': 1.1069}"
84935,"{'ripped': 2.0673, 'product': 1.0552, 'get': 1.0502}"
21899,"{'toy': 4.1263, 'jug': 3.0947, 'get': 2.0662}"
419192,{'available': 2.1142}
459766,"{'bad': 3.1129, 'pistachio': 2.076, 'probably': 2.0603}"
153492,"{'greatdane': 2.0972, 'never': 1.0896, 'one': 1.0891}"
487945,"{'receive': 2.0883, 'piece': 2.0878, 'purchase': 2.0867}"
120357,"{'ok': 3.1277, 'taste': 2.0981, 'would': 2.0872, 'purchase': 2.0675}"
167127,"{'love': 3.0783, 'cat': 2.0493, 'major': 2.0477, 'calorie': 2.0474, 'like': 1.0349, 'get': 1.0286}"
561704,"{'u': 2.1236, 'help': 2.1231}"
19978,"{'pill': 4.1182, 'food': 3.0915, 'would': 3.0899, 'eat': 2.0598}"
460264,"{'exactly': 2.0737, 'love': 1.0582, 'dry': 1.0573, 'find': 1.0573}"
62030,{'love': 2.1133}
401709,{'product': 2.0838}
70694,"{'cumin': 3.1463, 'buy': 1.072}"
451756,"{'pop': 4.1546, 'get': 2.097, 'middle': 2.0803}"
17312,"{'product': 3.139, 'gf': 2.0888, 'best': 2.0774, 'without': 2.0659}"
346280,"{'time': 2.0779, 'box': 2.075, 'bottle': 2.0749, 'often': 2.0745, 'order': 2.0739, 'bought': 2.0598, 'good': 1.0416, 'get': 1.0407}"
14417,"{'bone': 3.1639, 'dog': 2.0887, 'love': 1.0795}"
170605,"{'receive': 2.0889, 'taste': 1.0848, 'product': 1.0818, 'good': 1.0795}"
439794,"{'kid': 3.1131, 'recess': 2.0966, 'snack': 2.0917}"
17188,"{'product': 2.1207, 'carry': 2.0924}"
76554,"{'favorite': 2.0786, 'flavor': 1.0651}"
372041,"{'tea': 3.1046, 'tried': 2.0705, 'gunpowder': 2.0683, 'far': 2.0569}"
403823,{'straw': 2.1005}
208607,"{'magnum': 9.2692, 'starbucks': 7.2083, 'sumatra': 5.1492, 'coffee': 3.0968, 'well': 3.0939}"
82024,"{'good': 2.0943, 'chew': 2.0853}"
188588,"{'best': 4.1754, 'try': 1.0586}"
412909,{'baja': 2.1032}
508821,"{'taste': 5.1648, 'get': 5.1565}"
301653,"{'amazon': 2.0724, 'give': 2.0718}"
225216,"{'use': 4.1232, 'love': 2.0571, 'one': 1.0375}"
83765,"{'buy': 2.0868, 'like': 1.0796, 'love': 1.073}"
303853,"{'find': 4.1352, 'xylitol': 3.1011}"
487715,"{'good': 3.1215, 'usa': 2.0835}"
47409,"{'tea': 3.1659, 'like': 1.0906}"
474542,{'tea': 2.1052}
321810,"{'crave': 2.0901, 'cola': 2.0852, 'product': 2.073}"
36481,"{'pasta': 4.1158, 'follow': 4.1114, 'really': 3.0911}"
534694,"{'sugar': 11.33, 'palm': 6.1774, 'sweet': 4.113, 'diabetic': 3.0915, 'sweetener': 3.0909, 'level': 3.09, 'tree': 3.0887}"
189913,{'salsa': 4.1987}
492025,"{'bar': 5.1543, 'taste': 3.1016, 'find': 3.0953}"
219404,"{'green': 3.1074, 'good': 2.0786, 'powder': 2.0741, 'chocolate': 2.0715, 'superfood': 2.0708}"
337084,"{'order': 3.1872, 'fast': 2.1254, 'arrive': 2.1122}"
379372,{'flavor': 3.1215}
53347,"{'date': 3.1197, 'expiration': 3.1195, 'order': 2.0866, 'longer': 2.0856}"
553409,"{'flavor': 2.1075, 'interesting': 2.0722}"
239,"{'tea': 5.1744, 'ahmad': 3.1021, 'taste': 2.0803, 'find': 2.0721, 'year': 2.071, 'superb': 2.0707}"
352566,"{'pod': 6.1592, 'coffee': 4.1096}"
183661,"{'use': 4.1186, 'add': 4.117, 'little': 3.0889, 'spice': 3.0882}"
529482,"{'feed': 2.0803, 'first': 1.0668, 'since': 1.0663}"
415989,"{'flaxseed': 2.088, 'great': 2.0683, 'food': 1.0474, 'omega': 1.0474}"
134501,"{'take': 3.1081, 'pill': 3.1061, 'right': 2.0735}"
227507,{'boil': 3.1223}
85589,{'best': 2.1224}
157574,{'yuck': 2.0972}
59411,"{'would': 4.1255, 'hot': 4.1232}"
558202,"{'chocolate': 3.144, 'seem': 2.1235}"
211634,"{'order': 2.1426, 'live': 2.0945}"
292098,{'tea': 4.15}
160674,"{'food': 6.1332, 'one': 3.0716}"
345483,"{'use': 2.0956, 'good': 2.0801}"
80317,"{'best': 2.111, 'particular': 2.0769}"
438224,"{'soup': 2.0789, 'well': 2.0696, 'good': 1.0528}"
208962,{'love': 3.1652}
507764,"{'black': 3.1071, 'awesome': 3.107}"
503749,"{'find': 2.0992, 'product': 1.0941}"
327791,{'start': 2.0728}
405161,"{'amazon': 5.1423, 'hazelnut': 5.1389, 'product': 4.1186}"
43982,"{'go': 3.0861, 'stuff': 2.0644, 'review': 2.0636, 'flavor': 1.0353}"
53240,"{'meal': 4.1489, 'egg': 2.0765, 'flax': 2.0741, 'use': 2.0625}"
458818,"{'amber': 2.0886, 'taste': 1.0851, 'like': 1.0841, 'chocolate': 1.0777}"
38051,"{'customer': 2.0827, 'go': 1.0703}"
380050,"{'good': 2.1107, 'beer': 2.1068}"
197228,"{'shell': 4.1527, 'try': 3.1025, 'one': 2.0802, 'like': 1.0479}"
172908,"{'year': 3.1118, 'rawhide': 2.0865, 'like': 1.0575, 'product': 1.0546, 'good': 1.0513, 'one': 1.0497}"
89709,"{'dog': 6.1824, 'go': 3.0926}"
248282,"{'good': 2.0732, 'day': 2.0703, 'gift': 2.0701}"
548055,"{'hair': 14.3689, 'oil': 10.2636, 'use': 9.2394}"
409697,{'taste': 3.1738}
242727,"{'gift': 2.1419, 'surprised': 2.085, 'good': 1.0747, 'well': 1.0744}"
486011,"{'really': 3.1435, 'good': 1.0687}"
546655,"{'treat': 3.1095, 'dog': 3.0968, 'like': 2.0841}"
147712,"{'cup': 2.1478, 'k': 2.0926, 'good': 1.085}"
331765,{'litter': 19.5046}
262118,{'spinach': 2.0708}
423041,{'use': 2.087}
388949,"{'store': 3.1128, 'still': 2.0774}"
127920,"{'dress': 4.1311, 'dash': 4.1286}"
244248,"{'item': 2.0791, 'season': 2.0779, 'find': 2.0641, 'product': 1.0478, 'try': 1.0457}"
84022,"{'saltine': 5.1555, 'find': 3.097, 'back': 3.0939}"
409515,"{'coffee': 11.3108, 'get': 5.1429, 'bean': 5.1402, 'good': 3.088}"
62617,"{'price': 2.0743, 'bbq': 2.0721}"
560767,"{'good': 3.1625, 'price': 2.1123}"
508803,"{'sugar': 7.2223, 'box': 6.1921, 'large': 3.0952}"
86261,"{'dog': 3.1315, 'love': 2.1041}"
41714,"{'product': 2.1537, 'order': 2.1464}"
152454,{'bag': 2.0856}
210459,{'salt': 3.1787}
219797,"{'food': 3.1167, 'year': 2.0858, 'flake': 2.0851}"
24154,{'like': 2.0931}
131281,"{'oz': 4.1309, 'box': 3.1033}"
563036,"{'enough': 2.1053, 'yummy': 2.0726, 'like': 1.065}"
200928,"{'find': 3.1001, 'eat': 3.0998, 'able': 3.0996, 'crisp': 3.097}"
266318,"{'u': 2.1136, 'make': 2.1132}"
16403,"{'blend': 2.1029, 'use': 2.0765, 'box': 1.0587}"
108165,"{'coffee': 3.1338, 'jet': 2.0701}"
29420,"{'one': 4.1539, 'popcorn': 2.0876, 'salt': 2.0839, 'well': 2.0656}"
422557,"{'step': 2.0852, 'great': 1.0749}"
157313,"{'help': 2.1416, 'love': 2.0874}"
334912,"{'use': 3.1211, 'form': 2.082, 'product': 1.0586, 'love': 1.0543, 'would': 1.0531}"
407127,"{'find': 2.0771, 'bj': 2.0749, 'purchase': 2.0612}"
235655,"{'pasta': 2.0827, 'use': 1.0695}"
309109,"{'product': 2.0919, 'time': 1.0756}"
330889,"{'really': 2.1062, 'taste': 1.1051, 'coffee': 1.0987}"
47073,"{'fromm': 4.1068, 'like': 2.0655, 'get': 2.0595}"
493955,{'candy': 8.2375}
93863,{'french': 3.1004}
74494,"{'chip': 3.1132, 'go': 2.115}"
376670,"{'chocolate': 4.1382, 'flavor': 2.0711}"
319853,"{'tea': 4.1524, 'coffee': 2.0872, 'tell': 2.0832}"
375040,"{'product': 2.0725, 'like': 1.0544, 'good': 1.0501, 'find': 1.0475, 'amazon': 1.0473}"
184851,"{'make': 3.1257, 'molasses': 2.0826}"
36144,{'cooky': 3.1404}
93574,"{'bag': 3.1488, 'great': 2.0741, 'good': 1.0571}"
48391,"{'taste': 3.1125, 'plastic': 2.0789, 'like': 1.0489}"
262082,{'taste': 2.1242}
400011,"{'coffee': 5.1636, 'flavor': 5.1625, 'taste': 3.1083}"
58143,"{'chocolate': 6.1732, 'zebra': 4.114, 'make': 3.0875}"
41047,"{'product': 2.066, 'make': 2.0642, 'great': 2.0632, 'quick': 2.0623}"
117159,"{'give': 2.0861, 'love': 1.074}"
276477,"{'fabulous': 2.0674, 'really': 1.0507, 'great': 1.0497}"
54804,"{'dog': 2.0741, 'like': 1.0643}"
438441,{'coconut': 2.1225}
544540,"{'win': 2.1274, 'recommend': 2.1076, 'vet': 2.0868, 'really': 1.0786}"
8385,{'flavor': 5.1788}
26884,"{'mint': 2.0829, 'water': 2.0827, 'keep': 2.0809}"
317032,"{'see': 2.0738, 'taste': 1.0628}"
354351,"{'food': 4.2124, 'day': 2.1047}"
567179,"{'run': 2.091, 'drink': 2.0866, 'purchased': 2.0663, 'taste': 1.0572}"
276951,"{'never': 2.1043, 'time': 1.0981}"
389750,"{'get': 3.0978, 'truffle': 3.0951, 'one': 2.0658, 'much': 2.0649}"
327798,{'tea': 2.1377}
448473,"{'magic': 2.0931, 'chef': 2.0709}"
194190,"{'milk': 3.116, 'supply': 3.1152, 'tea': 2.0766, 'cup': 2.0753}"
173693,"{'bag': 3.0952, 'time': 2.0663, 'get': 2.066, 'food': 2.0645, 'always': 2.0636}"
161400,"{'gluten': 2.0969, 'cooky': 2.0948, 'love': 2.0704}"
35044,{'jerky': 5.1658}
302411,"{'try': 3.0959, 'mousse': 3.0906, 'chocolate': 3.0904}"
95524,"{'butter': 5.1482, 'peanut': 5.1478}"
227721,"{'pill': 3.1061, 'cat': 2.0724}"
474957,"{'cat': 11.3176, 'food': 9.265}"
457287,"{'flour': 6.1599, 'use': 4.1108, 'taste': 3.091, 'good': 3.0848}"
16182,{}
894,"{'stay': 2.0896, 'must': 2.0877}"
303916,"{'eaten': 3.0878, 'buy': 2.0667, 'think': 2.066, 'quite': 2.0655, 'one': 2.0654}"
34287,"{'chew': 3.1117, 'keep': 2.0932, 'brush': 2.0909, 'teeth': 2.0903}"
83764,"{'food': 2.0987, 'ingredient': 2.0941}"
543209,"{'bacon': 7.2013, 'product': 4.1222, 'jerky': 4.1146}"
12779,"{'great': 2.0948, 'recommend': 1.0827}"
188452,"{'pup': 3.1055, 'give': 2.074}"
52128,"{'anything': 2.1087, 'cook': 2.0771}"
137737,"{'perfect': 2.0928, 'christmas': 1.0821, 'toenail': 1.0821, 'aftershave': 1.081}"
158073,"{'cat': 7.2245, 'make': 3.0968, 'medicine': 3.0961, 'difference': 3.0951, 'food': 2.0666}"
395405,"{'get': 2.0863, 'corn': 2.0836, 'fair': 2.0829, 'picture': 2.0631, 'taste': 1.0522}"
253156,"{'coffee': 3.092, 'good': 2.0639}"
21498,"{'cavalier': 2.0852, 'product': 1.0793, 'charles': 1.0725}"
176741,"{'add': 2.1144, 'buy': 2.0806, 'taste': 1.0719, 'like': 1.0712}"
323450,"{'coffee': 3.1255, 'like': 2.0873, 'folk': 2.0631, 'love': 1.0449}"
374711,"{'food': 2.0766, 'say': 2.0746, 'obviously': 2.0594}"
15500,{'treat': 5.1781}
444378,"{'many': 2.0703, 'good': 1.0544}"
278613,"{'chocolate': 3.1592, 'mix': 3.1551, 'hazelnut': 2.1019}"
276010,"{'mole': 2.1205, 'easy': 2.1202, 'way': 2.0824, 'flimsy': 1.0689}"
22576,"{'love': 2.0876, 'healthy': 1.073, 'alternative': 1.0726}"
446444,"{'tea': 3.1518, 'digestion': 2.0985, 'excellent': 2.071, 'like': 1.0626, 'good': 1.0572}"
147910,"{'sell': 2.1215, 'fresh': 1.1214}"
1461,"{'soup': 2.0979, 'want': 2.0924, 'dr': 2.0909}"
412657,"{'mesa': 2.0852, 'great': 1.0749, 'eat': 1.0736}"
184091,"{'cup': 7.2227, 'time': 3.0982, 'reuse': 3.096}"
81164,"{'best': 2.0935, 'tea': 1.083, 'drink': 1.0829}"
557930,"{'food': 7.1831, 'cat': 7.1826, 'vet': 5.1312, 'also': 3.08}"
5549,"{'order': 4.1521, 'receive': 2.0885, 'bear': 2.0854}"
147834,{'know': 5.1574}
544418,{'treat': 2.0867}
403637,{'pumpkin': 3.115}
479632,"{'fat': 4.1284, 'rice': 2.0688, 'second': 2.0684, 'cook': 2.0671}"
469674,"{'dog': 5.1637, 'treat': 4.133}"
532709,"{'put': 2.1353, 'love': 2.087}"
402630,{'little': 2.1459}
265985,"{'light': 2.0827, 'taste': 1.0778, 'coffee': 1.0713}"
518864,"{'candy': 2.1035, 'find': 1.0985, 'mass': 1.0965}"
149051,"{'food': 3.1001, 'baby': 3.0998, 'use': 2.0702, 'steam': 2.0687, 'make': 2.0622, 'could': 2.0572}"
317165,"{'pan': 5.1461, 'one': 4.1213}"
512174,"{'item': 3.1332, 'one': 2.0671, 'like': 1.0528, 'try': 1.0497, 'get': 1.0479}"
133786,"{'would': 2.1107, 'family': 2.0742, 'go': 1.0582, 'girl': 1.0578}"
279825,"{'sushi': 3.1097, 'product': 2.0796, 'summer': 2.0741, 'kit': 2.0735}"
6249,"{'tea': 9.2696, 'one': 3.0963, 'flavor': 3.0962, 'great': 3.0947, 'sleepytime': 2.0625}"
43382,"{'stick': 2.1036, 'rib': 2.074, 'terribly': 1.058}"
377608,"{'chocolate': 2.0777, 'hour': 2.0751}"
540193,{'hot': 5.2147}
487847,"{'try': 2.08, 'even': 2.0762}"
384438,{'year': 2.0957}
558915,"{'ship': 2.081, 'package': 2.081, 'smell': 2.0781, 'plastic': 2.0767}"
254741,{'love': 2.0806}
307600,"{'candy': 4.1323, 'big': 2.0706}"
480021,"{'per': 2.0816, 'taste': 2.0734, 'good': 1.048, 'time': 1.0465, 'get': 1.0455}"
422483,"{'bag': 4.1274, 'use': 3.0973, 'earl': 3.0949, 'tazo': 3.0947}"
328533,{'finally': 2.0784}
21349,"{'price': 2.1222, 'teeth': 2.12}"
308762,"{'perfection': 2.1032, 'fresh': 1.0968, 'edge': 1.0965, 'nut': 1.0958, 'delectably': 1.0954}"
532347,"{'need': 2.0828, 'plant': 2.0823}"
39254,"{'bar': 6.1707, 'sugar': 5.1445}"
465360,"{'quality': 2.0897, 'find': 2.0884, 'great': 2.0868}"
229707,{'claim': 2.0993}
252443,"{'calorie': 5.1508, 'daily': 4.1193, 'base': 4.1175}"
400713,"{'gin': 3.1075, 'chance': 2.0618}"
187362,"{'tea': 3.1505, 'one': 3.1181, 'taste': 1.0616, 'time': 1.0552, 'get': 1.0545, 'find': 1.0541, 'amazon': 1.0531}"
230095,"{'get': 2.0794, 'tea': 2.0783}"
60888,"{'love': 3.1095, 'mexico': 2.1032, 'coke': 2.1031}"
271665,{'eat': 2.0827}
332645,"{'receive': 2.0884, 'perugina': 2.0878, 'order': 2.0862}"
104879,"{'milk': 2.0999, 'buttermilk': 2.0922, 'already': 2.0688}"
161071,{'whole': 3.1165}
314789,"{'love': 4.1141, 'day': 4.1129, 'like': 3.0925, 'sweet': 3.0852}"
146107,"{'coffee': 3.1741, 'use': 2.0809, 'taste': 1.0751, 'get': 1.0658}"
355172,"{'fresh': 2.1057, 'product': 2.0837, 'love': 1.0637}"
480279,"{'recipe': 7.1878, 'product': 5.1421}"
256657,"{'water': 5.1825, 'flavor': 2.0766, 'great': 2.0763}"
234187,"{'nut': 3.1282, 'ever': 2.1095, 'taste': 1.0658}"
4022,"{'good': 3.106, 'really': 3.0939, 'add': 2.0716}"
184844,"{'stuff': 5.1749, 'sage': 3.0973, 'taste': 2.0813, 'make': 2.0745}"
382541,"{'get': 3.1027, 'amazon': 2.0683}"
307332,"{'price': 3.1309, 'tea': 2.1129}"
294426,"{'cup': 2.0945, 'enjoy': 2.0937}"
366008,"{'soda': 2.0973, 'anyone': 1.0887, 'coke': 1.0884}"
462622,{'believe': 2.0802}
398242,"{'bread': 4.1535, 'buy': 3.1192}"
450497,"{'gift': 2.1036, 'find': 1.0974}"
427527,"{'tea': 3.0948, 'product': 2.0701, 'good': 2.0659, 'one': 2.0655, 'also': 2.0643, 'cup': 2.0642, 'strong': 2.0638}"
44195,"{'coffee': 6.1885, 'senseo': 5.1553, 'purchase': 3.0939}"
151377,"{'soy': 3.1225, 'really': 3.1088, 'taste': 2.0948}"
423124,{'good': 2.1468}
2473,"{'good': 4.1905, 'taste': 1.076}"
563395,"{'cookie': 2.0689, 'make': 1.0522}"
535540,"{'dog': 2.1334, 'love': 2.1132, 'sheltie': 2.09}"
447825,"{'candy': 4.1984, 'expresso': 2.097, 'like': 1.0761, 'coffee': 1.0691, 'buy': 1.0684, 'soon': 1.0672}"
27434,"{'protein': 5.1429, 'would': 5.1413}"
244716,{'organic': 2.1}
13530,"{'great': 3.1112, 'sprout': 2.0915, 'green': 2.0891, 'micro': 2.0887}"
357911,"{'use': 2.0911, 'year': 1.0777, 'product': 1.0775, 'amazon': 1.0772, 'service': 1.0771}"
58771,"{'purchase': 2.0859, 'like': 1.08}"
248148,"{'diet': 2.0969, 'buy': 2.0691}"
356231,{'ketchup': 4.1523}
356612,"{'granola': 2.1061, 'enjoy': 2.0726}"
363143,{'like': 2.0891}
199909,"{'find': 2.0943, 'really': 2.0898, 'stuff': 2.0684}"
156508,"{'fruit': 2.0746, 'wish': 2.0744, 'never': 2.0605}"
65472,"{'good': 3.1004, 'like': 3.0969}"
264373,{'great': 2.0909}
302520,{'taste': 4.1372}
448626,"{'see': 3.1407, 'pack': 2.0978}"
433398,"{'fruitcake': 2.1808, 'delicious': 2.1038, 'year': 1.0974}"
535352,"{'come': 3.111, 'especially': 2.0752}"
524154,"{'product': 3.1062, 'package': 2.0726}"
432038,"{'sugar': 5.168, 'almond': 4.1384}"
300660,"{'try': 2.1273, 'thought': 2.0786, 'taste': 1.0717}"
340620,"{'flavor': 2.124, 'use': 1.1235, 'season': 1.1211}"
224098,"{'would': 5.1513, 'flavor': 4.1246}"
278441,"{'coffee': 6.1728, 'brand': 4.1176}"
395035,{'try': 2.0789}
561780,"{'cost': 3.1376, 'love': 2.0784, 'use': 1.0617}"
473516,"{'muffin': 3.0961, 'garage': 3.0869, 'time': 2.0676, 'make': 2.0664, 'family': 2.0653, 'day': 2.0649}"
26433,"{'like': 2.0893, 'sweet': 2.0808}"
101339,{'freshest': 2.0569}
252946,"{'red': 2.1283, 'review': 2.0987}"
302044,"{'give': 2.0676, 'always': 2.0609, 'like': 1.0479}"
235721,"{'probably': 2.1004, 'give': 2.0978, 'away': 2.0908, 'chocolate': 2.0704, 'wonderful': 1.0525, 'either': 1.0517, 'eat': 1.0515}"
269532,{'go': 3.1159}
491137,"{'tasty': 2.0834, 'absolutely': 2.0634}"
60436,"{'would': 3.0889, 'make': 2.0675}"
168860,"{'tahini': 10.2878, 'brand': 6.1692, 'try': 5.1398}"
292069,"{'use': 3.1246, 'honey': 2.1048}"
77123,"{'eat': 4.1223, 'granola': 4.1207, 'chocolate': 3.092, 'fat': 3.0909, 'taste': 2.0711}"
93345,"{'keep': 2.128, 'wife': 2.0809}"
13819,"{'like': 3.095, 'drink': 3.0932, 'water': 3.0929, 'taste': 2.0729}"
247643,"{'soup': 7.2236, 'pea': 7.2216, 'split': 4.1258, 'one': 2.0696}"
42886,{'bar': 4.1543}
6315,"{'best': 2.0863, 'flavor': 1.0752}"
475508,"{'treat': 4.1491, 'ouf': 2.0597, 'like': 1.047}"
422606,"{'izze': 3.123, 'concept': 2.0839}"
299781,"{'good': 2.0845, 'dream': 2.0768, 'case': 2.0761, 'ounce': 2.0756}"
291030,"{'water': 9.2413, 'bottle': 8.2147, 'one': 6.1625, 'essentia': 6.1606}"
121489,"{'flavor': 5.1833, 'gum': 3.1159}"
21194,{'teeth': 3.0817}
353740,"{'mojitos': 4.1212, 'make': 3.1035, 'good': 2.0696}"
237820,"{'purchased': 2.0748, 'love': 1.0596}"
306463,"{'food': 9.2528, 'cat': 5.1414, 'one': 4.1139, 'puppy': 4.1123, 'wellness': 4.1119}"
318077,"{'find': 3.1155, 'try': 2.0784}"
356611,"{'thankful': 2.0699, 'taste': 1.0607, 'like': 1.0598}"
261915,"{'hand': 3.0837, 'since': 3.0827}"
254490,"{'package': 2.0934, 'agree': 2.0677, 'product': 1.0548, 'previous': 1.0496}"
92708,"{'taste': 4.1507, 'chip': 4.1449}"
149341,"{'puppy': 2.1214, 'product': 1.1277, 'use': 1.1235, 'bit': 1.1216}"
242184,"{'coffee': 5.145, 'instant': 5.1426}"
296403,"{'look': 2.0859, 'taste': 1.0823}"
524386,"{'good': 2.1068, 'ginger': 1.0965}"
504076,{'well': 2.0938}
325971,"{'get': 3.1191, 'use': 2.1027, 'never': 1.0526}"
364895,{'half': 2.1107}
457408,"{'dog': 5.1551, 'food': 4.1236}"
290677,"{'tea': 4.135, 'love': 3.0872, 'make': 2.0723, 'drink': 2.0712, 'palmer': 2.0689}"
404723,{'satisfy': 2.111}
120261,"{'drink': 4.1122, 'really': 3.0912, 'take': 3.0891, 'taste': 2.0686}"
517308,"{'look': 3.1052, 'fat': 2.0845, 'taste': 1.0526, 'coffee': 1.047}"
413482,{'trap': 4.1402}
365866,"{'licorice': 2.07, 'get': 1.0537}"
272514,{'caramel': 2.1155}
367637,"{'taste': 2.1605, 'product': 2.0953, 'really': 1.0788}"
218666,"{'apple': 6.1926, 'sweet': 2.072, 'crispy': 2.0698, 'bag': 2.0698}"
273609,"{'care': 2.0974, 'like': 1.0974}"
318090,"{'korean': 3.1252, 'grocery': 2.08, 'store': 2.0691, 'ssamjang': 2.0644}"
16218,"{'tea': 2.1042, 'never': 2.0846}"
27144,"{'store': 2.1127, 'deal': 2.1125}"
275612,"{'cheap': 2.0887, 'like': 1.0844, 'locally': 1.077}"
552577,"{'tea': 5.1996, 'tazo': 2.079, 'sure': 2.0625}"
478807,"{'cherry': 4.1621, 'love': 2.1078, 'taste': 1.0632, 'like': 1.0625, 'find': 1.0556}"
73431,"{'taste': 2.1023, 'use': 2.0944}"
362711,"{'puppy': 2.1737, 'one': 2.0998}"
866,"{'stick': 6.1602, 'flavor': 5.1377, 'eat': 5.1344, 'chocolate': 4.108, 'pocky': 4.1043, 'like': 3.0897, 'see': 3.081, 'japanese': 3.0809, 'look': 3.0809, 'non': 3.0808, 'anime': 3.0805, 'treat': 3.0804, 'fun': 3.0804, 'manga': 3.0803, 'taste': 2.0642}"
127177,{'order': 4.1271}
504832,"{'sushi': 4.1242, 'plenty': 3.0966, 'kit': 3.0886}"
238747,"{'cup': 4.1225, 'cereal': 4.1218, 'kellogg': 3.083}"
152186,"{'organic': 3.1115, 'spice': 2.0924}"
296844,"{'coffee': 2.1173, 'find': 2.1141}"
14360,"{'cracker': 4.1637, 'yum': 3.1402, 'like': 1.0678}"
234479,{'progresso': 2.0853}
59341,{'noodle': 2.0858}
553279,"{'popcorn': 3.1169, 'sweet': 2.094, 'good': 1.0536}"
175126,"{'good': 3.2075, 'product': 2.1189, 'really': 2.0934, 'intolerant': 1.08, 'seem': 1.0799, 'issue': 1.0797}"
397196,"{'need': 2.0985, 'box': 1.0891}"
167667,"{'one': 3.0934, 'almond': 3.0925, 'serve': 3.0913}"
166986,{'come': 2.0787}
179568,"{'dog': 3.1484, 'product': 1.0745, 'time': 1.0711, 'one': 1.0703}"
122590,"{'find': 2.0745, 'serendipity3': 2.0726, 'powder': 2.0726}"
190958,"{'absolute': 2.0826, 'taste': 1.0769}"
538649,{'typical': 2.0972}
412848,"{'pack': 3.2228, 'price': 2.1517, 'mistake': 2.1251, 'one': 2.0919}"
526371,"{'work': 3.1379, 'drink': 2.1215}"
521823,"{'pill': 14.4075, 'pocket': 6.1759, 'use': 3.0925}"
5214,"{'coffee': 5.1744, 'organic': 4.1375, 'stuff': 3.1017}"
507097,"{'like': 3.1229, 'try': 2.082}"
263143,{'garlic': 4.1124}
11481,"{'ship': 2.1198, 'may': 2.0811}"
458183,"{'add': 4.1139, 'water': 3.0857, 'goldenseal': 3.0854}"
20674,"{'gift': 2.1013, 'home': 2.0988}"
373455,"{'espresso': 14.3683, 'tea': 11.2905, 'coffee': 10.2647, 'red': 7.1832}"
38831,{'quite': 2.0974}
520413,"{'baby': 4.13, 'best': 3.1, 'earth': 3.0989}"
510630,"{'stuff': 2.0883, 'sprinkle': 2.0879, 'taste': 2.0746, 'like': 1.0534, 'well': 1.0469, 'make': 1.0466}"
303453,"{'hubby': 3.1419, 'find': 2.1293, 'great': 1.0687, 'really': 1.0679, 'bit': 1.0665}"
36711,{'product': 2.0893}
273386,"{'use': 2.0877, 'good': 1.0746, 'tea': 1.0745, 'one': 1.0739}"
457820,"{'one': 2.0805, 'like': 1.0723, 'taste': 1.0684}"
18344,"{'dog': 4.131, 'like': 2.0818, 'time': 1.0401}"
63026,"{'taste': 2.0743, 'calorie': 2.0608}"
269134,"{'starbucks': 2.147, 'love': 2.0948, 'use': 1.0838}"
285436,"{'like': 2.1224, 'bean': 2.1181}"
252373,"{'try': 2.078, 'good': 1.0588}"
235652,"{'hop': 2.111, 'product': 1.1127}"
246619,"{'part': 4.1131, 'course': 3.0876, 'hen': 3.0849}"
222136,"{'get': 2.1135, 'really': 1.1099}"
442391,"{'eat': 2.1222, 'grown': 2.0777, 'daddys': 1.0644}"
184791,"{'like': 3.1142, 'get': 2.081, 'well': 2.08}"
384360,{'gluten': 3.1339}
28304,"{'bag': 4.1619, 'order': 3.1028, 'one': 2.0854, 'come': 2.0841}"
147242,"{'baby': 2.0749, 'really': 1.06}"
70442,"{'happy': 2.0859, 'need': 1.0738}"
377166,"{'haribo': 2.0826, 'like': 1.0771}"
267793,"{'good': 3.1072, 'taste': 2.0773}"
457445,{'taste': 3.1634}
6034,"{'u': 4.2026, 'really': 2.1054}"
161687,"{'bake': 4.1158, 'fry': 4.1152, 'make': 3.0897, 'johnny': 3.0883, 'bread': 3.0874}"
519013,"{'candy': 6.1695, 'fizz': 4.113, 'mouth': 3.0854, 'find': 2.0589, 'go': 2.0581}"
479456,"{'coffee': 5.1631, 'one': 4.1295, 'like': 2.0745, 'brand': 2.0648, 'mom': 2.0642, 'nut': 2.0636, 'sure': 2.0626}"
106505,"{'cup': 3.1167, 'dessert': 2.0708, 'family': 2.0628}"
128797,{'even': 2.0775}
44582,"{'really': 2.066, 'product': 1.0501}"
486495,"{'dentyne': 2.0972, 'good': 1.091, 'fan': 1.0886}"
91408,{'soup': 2.1131}
134259,"{'food': 2.0826, 'product': 2.0684, 'love': 1.0431, 'well': 1.0421, 'little': 1.0419, 'also': 1.0417, 'eat': 1.0417}"
815,"{'taste': 4.1705, 'amount': 2.0804, 'time': 2.0724, 'besides': 2.064, 'really': 1.0458, 'title': 1.0451, 'price': 1.0449, 'remark': 1.0445, 'would': 1.0442, 'say': 1.0441}"
209931,"{'food': 13.3383, 'cat': 10.2614, 'new': 4.105, 'give': 3.0809}"
351955,"{'taste': 2.1001, 'great': 2.0915, 'pepper': 2.0904, 'cook': 2.0886}"
