Id,CF_IOF_Word_Scores
105082,"{'always': 0.0297, 'want': 0.1432, 'find': 0.179, 'tea': 0.176, 'taste': 0.8609, 'similar': 0.0196, 'buy': 0.1414, 'hainan': 0.0, 'china': 0.0009, 'ginseng': 0.0002, 'oolong': 0.0002, 'exactly': 0.0212, 'one': 0.203, 'thought': 0.0167, 'sweet': 0.0651, 'aroma': 0.0079, 'like': 0.7999}"
133092,"{'coffee': 0.1981, 'strong': 0.0343, 'vanilla': 0.0145, 'aroma': 0.0079, 'flavor': 0.2356, 'cup': 0.0766, 'fact': 0.0119, 'barely': 0.0016, 'noticeable': 0.0022, 'kind': 0.0462, 'highlight': 0.0006, 'fairly': 0.0069, 'smooth': 0.0123, 'mellow': 0.0007, 'careful': 0.0029, 'use': 0.223, 'right': 0.0865, 'amount': 0.0236, 'brew': 0.0356, 'however': 0.0712, 'always': 0.0297, 'find': 0.179, 'starbucks': 0.0082, 'sort': 0.0057, 'burnt': 0.0021, 'edge': 0.0009, 'bean': 0.0194, 'roast': 0.0167, 'one': 0.203, 'exception': 0.001, 'also': 0.085, 'commitment': 0.0, 'purchase': 0.0611, 'fair': 0.0038, 'trade': 0.001, 'sustainably': 0.0, 'grown': 0.0014, 'bird': 0.0001, 'friendly': 0.0015, 'qualify': 0.0008, 'count': 0.004, 'downgrade': 0.0, 'star': 0.0243, 'rating': 0.0032, 'base': 0.0117, 'since': 0.0434, 'meet': 0.0008, 'expectation': 0.0046, 'brand': 0.0518, 'choose': 0.0038, 'future': 0.0032, 'regular': 0.0268}"
423088,"{'product': 0.5975, 'arrive': 0.0162, 'quickly': 0.009, 'however': 0.0712, 'artichoke': 0.0002, 'seem': 0.0334, 'hard': 0.0327, 'look': 0.0614, 'old': 0.0296, 'rust': 0.0, 'color': 0.0143, 'would': 0.139, 'order': 0.0983}"
464313,"{'love': 0.2099, 'coffee': 0.1981, 'best': 0.0951, 'get': 0.2242, 'right': 0.0865, 'house': 0.0108, 'drink': 0.0721, 'absolutely': 0.0143, 'wonderful': 0.0213}"
487833,"{'use': 0.223, 'necta': 0.0001, 'sweet': 0.0651, 'many': 0.0356, 'year': 0.0634, 'unable': 0.0009, 'find': 0.179, 'kroger': 0.0003, 'publix': 0.0001, 'grocery': 0.0266, 'store': 0.0669, 'give': 0.0822}"
320914,"{'favorite': 0.0392, 'candy': 0.0274, 'ever': 0.0301, 'enjoy': 0.0462, 'orange': 0.0218, 'flavor': 0.2356, 'love': 0.2099, 'sweet': 0.0651, 'also': 0.085, 'nice': 0.0503, 'tang': 0.0004, 'sooooooo': 0.0, 'good': 0.3202}"
461479,"{'big': 0.0276, 'frank': 0.0011, 'best': 0.0951, 'vegetarian': 0.0023, 'ever': 0.0301, 'try': 0.4054, 'taste': 0.8609, 'far': 0.0245, 'well': 0.1196, 'real': 0.0204, 'meat': 0.0135, 'weiners': 0.0, 'somewhat': 0.0078, 'soft': 0.0127, 'texture': 0.0228, 'could': 0.0452, 'easily': 0.0112, 'break': 0.0101, 'use': 0.223, 'casserole': 0.0001, 'recipe': 0.0164, 'come': 0.0602, 'broth': 0.0026, 'also': 0.085, 'add': 0.0918, 'flavor': 0.2356, 'dare': 0.0005, 'anyone': 0.0287, 'hat': 0.0011, 'analogue': 0.0, 'pleased': 0.0045, 'product': 0.5975, 'say': 0.0696, 'enough': 0.0857}"
510422,"{'flavor': 0.2356, 'good': 0.3202, 'kind': 0.0462, 'ever': 0.0301, 'pack': 0.0429, 'punch': 0.0014, 'creamer': 0.0024, 'sweetener': 0.0242, 'help': 0.0196, 'alot': 0.002, 'get': 0.2242, 'cbtl': 0.0, 'briosa': 0.0, 'buy': 0.1414, 'bunch': 0.0015, 'capsule': 0.0005, 'vary': 0.001, 'others': 0.026, 'still': 0.041, 'love': 0.2099, 'machine': 0.0081}"
215240,"{'order': 0.0983, 'coffee': 0.1981, 'mate': 0.0006, 'caramel': 0.0053, 'product': 0.5975, 'could': 0.0452, 'find': 0.179, 'store': 0.0669, 'area': 0.0168, 'buy': 0.1414, 'pack': 0.0429, 'container': 0.0305, 'come': 0.0602, 'inner': 0.0002, 'seal': 0.0058, 'stay': 0.0073, 'fresh': 0.0305, 'open': 0.0221, 'taste': 0.8609, 'excellent': 0.0209, 'delivery': 0.0055, 'quick': 0.0117, 'packaging': 0.0206, 'great': 0.2048, 'cost': 0.0164, 'less': 0.0289, 'bought': 0.0049, 'retail': 0.0017, 'happy': 0.0647, 'purchase': 0.0611}"
345884,"{'love': 0.2099, 'frontier': 0.0001, 'soup': 0.0479, 'try': 0.4054, 'salty': 0.0086, 'dehydrate': 0.0005, 'ingredient': 0.0421, 'absorb': 0.0005, 'liquid': 0.0049, 'well': 0.1196, 'tender': 0.0013, 'include': 0.0123, 'recipe': 0.0164, 'add': 0.0918, 'item': 0.023, 'personalize': 0.0, 'taste': 0.8609, 'also': 0.085, 'make': 0.1968, 'lot': 0.0388, 'family': 0.0221, 'fee': 0.0018, 'find': 0.179, 'versatile': 0.0006, 'easy': 0.0383, 'cook': 0.0176, 'often': 0.0072, 'case': 0.0462, 'boughten': 0.0, 'mix': 0.0528, 'flavor': 0.2356, 'overwhelm': 0.0009, 'season': 0.0063, 'want': 0.1432, 'aware': 0.0025, 'rehydrates': 0.0, 'use': 0.223, 'part': 0.0297, 'bag': 0.0715, 'sure': 0.0294, 'big': 0.0276, 'enough': 0.0857, 'pan': 0.0024, 'expand': 0.0002}"
441645,"{'excellent': 0.0209, 'tea': 0.176, 'best': 0.0951, 'price': 0.0836, 'hard': 0.0327, 'find': 0.179, 'grocery': 0.0266, 'store': 0.0669, 'run': 0.0333, 'around': 0.0287, 'look': 0.0614, 'buy': 0.1414, 'amazon': 0.1079, 'com': 0.0055}"
247295,"{'easy': 0.0383, 'make': 0.1968, 'add': 0.0918, 'boiling': 0.0002, 'water': 0.0679, 'stir': 0.0065, 'sit': 0.0061, 'back': 0.0329, 'watch': 0.0114, 'snow': 0.0005, 'warm': 0.0046, 'inside': 0.0085}"
325392,"{'hey': 0.0009, 'company': 0.0186, 'stop': 0.0096, 'make': 0.1968, 'thing': 0.1158, 'folk': 0.0053, 'like': 0.7999, 'best': 0.0951, 'variety': 0.0159, 'tic': 0.0001, 'tacs': 0.0001, 'fav': 0.0002, 'find': 0.179, 'store': 0.0669, 'anywhere': 0.0043, 'fun': 0.0034, 'thought': 0.0167, 'look': 0.0614, 'amazon': 0.1079, 'order': 0.0983, 'lot': 0.0388, 'people': 0.0197, 'keep': 0.0416, 'steal': 0.0001, 'mine': 0.0053, 'maybe': 0.0144, 'tad': 0.0007, 'pricey': 0.0032, 'mint': 0.0071, 'great': 0.2048}"
480436,"{'love': 0.2099, 'bar': 0.0283, 'family': 0.0221, 'actually': 0.0227, 'need': 0.1127, 'eat': 0.0914, 'gluten': 0.0185, 'free': 0.0501, 'product': 0.5975, 'delicious': 0.0478, 'nutritious': 0.0043, 'unique': 0.0061, 'flavor': 0.2356, 'welcome': 0.0005, 'relief': 0.001, 'typical': 0.0016, 'snack': 0.0403, 'meal': 0.0179, 'replacement': 0.0026, 'like': 0.7999, 'young': 0.0021, 'tot': 0.0, 'bite': 0.0106, 'piece': 0.0177, 'without': 0.0332, 'chip': 0.0158, 'tooth': 0.0048, 'crunchy': 0.0083, 'granola': 0.0102, 'yet': 0.0114, 'become': 0.0218, 'pile': 0.0002, 'mush': 0.0002, 'car': 0.0018, 'seat': 0.0001, 'great': 0.2048, 'whole': 0.0329, 'stock': 0.0193, 'pantry': 0.0036, 'multiple': 0.0015, 'case': 0.0462, 'different': 0.0242, 'brand': 0.0518, 'also': 0.085, 'feel': 0.0263, 'good': 0.3202, 'vote': 0.0001, 'dollar': 0.0034, 'support': 0.0013, 'company': 0.0186, 'ethical': 0.0, 'business': 0.0027, 'practice': 0.0004, 'local': 0.0624, 'global': 0.0, 'community': 0.0007, 'try': 0.4054, 'bumblebar': 0.0, 'variety': 0.0159, 'disappoint': 0.0065}"
517080,"{'simply': 0.0049, 'put': 0.0333, 'one': 0.203, 'best': 0.0951, 'food': 0.1336, 'available': 0.0168, 'aside': 0.0006, 'raw': 0.0045, 'two': 0.0435, 'yorkies': 0.0, 'healthy': 0.038, 'happy': 0.0647, 'issue': 0.011, 'add': 0.0918, 'though': 0.0274, 'transition': 0.0005, 'different': 0.0242, 'brand': 0.0518, 'tedious': 0.0, 'patient': 0.0003, 'dog': 0.064, 'sensitive': 0.0057}"
286647,"{'drunk': 0.0, 'whole': 0.0329, 'bottle': 0.0389, 'still': 0.041, 'wide': 0.0004, 'awake': 0.002, 'hour': 0.0115, 'later': 0.006, 'drink': 0.0721, 'second': 0.0118, 'nothing': 0.0131, 'red': 0.0107, 'rain': 0.0004, 'relaxation': 0.0, 'shot': 0.0019, 'work': 0.0508, 'much': 0.0965, 'good': 0.3202, 'cheaper': 0.0005}"
224783,"{'start': 0.0624, 'use': 0.223, 'wysong': 0.0005, 'dog': 0.064, 'stop': 0.0096, 'ear': 0.0007, 'infection': 0.0006, 'occur': 0.0012, 'almost': 0.0579, 'monthly': 0.0004, 'basis': 0.0019, 'add': 0.0918, 'bonus': 0.0017, 'coat': 0.0063, 'become': 0.0218, 'much': 0.0965, 'soft': 0.0127, 'shiner': 0.0, 'healthy': 0.038, 'several': 0.0411, 'year': 0.0634, 'extra': 0.0165, 'money': 0.0165, 'spend': 0.0031, 'food': 0.1336, 'cost': 0.0164, 'effective': 0.0018}"
51295,"{'twinings': 0.0008, 'vanilla': 0.0145, 'tea': 0.176, 'flavorable': 0.0001, 'love': 0.2099, 'always': 0.0297, 'best': 0.0951, 'brand': 0.0518, 'opinion': 0.0038, 'good': 0.3202, 'occasion': 0.0012}"
365219,"{'ragdoll': 0.0, 'kitty': 0.0009, 'think': 0.0729, 'one': 0.203, 'sensitive': 0.0057, 'tummy': 0.0009, 'grain': 0.0117, 'free': 0.0501, 'food': 0.1336, 'want': 0.1432, 'eatunnecessary': 0.0, 'calorie': 0.0235, 'besides': 0.0005, 'corn': 0.0152, 'really': 0.2677, 'unhealthy': 0.0005, 'cat': 0.0369, 'dog': 0.064, 'lately': 0.0019, 'vomit': 0.0004, 'get': 0.2242, 'bad': 0.0357, 'also': 0.085, 'start': 0.0624, 'hack': 0.0001, 'iguessed': 0.0, 'hairball': 0.0004, 'related': 0.0003, 'medium': 0.0038, 'coat': 0.0063, 'fur': 0.0003, 'isrecommended': 0.0, 'give': 0.0822, 'remedy': 0.0006, 'long': 0.0304, 'term': 0.0015, 'research': 0.0039, 'many': 0.0356, 'brand': 0.0518, 'buy': 0.1414, 'try': 0.4054, 'halfportion': 0.0, 'half': 0.056, 'portion': 0.008, 'natural': 0.0611, 'balance': 0.0066, 'green': 0.0277, 'pea': 0.0015, 'withduck': 0.0, 'been2': 0.0, 'month': 0.0321, 'problem': 0.0252, 'look': 0.0614, 'great': 0.2048, 'havelots': 0.0, 'energy': 0.0106, 'like': 0.7999, 'royal': 0.0003, 'canin': 0.0001, 'keep': 0.0416, 'awhile': 0.001}"
95505,"{'reformulate': 0.0, 'product': 0.5975, 'high': 0.037, 'fructose': 0.0025, 'corn': 0.0152, 'syrup': 0.0149, 'replace': 0.0028, 'real': 0.0204, 'sugar': 0.0651, 'compare': 0.0138, 'several': 0.0411, 'bottle': 0.0389, 'store': 0.0669, 'one': 0.203, 'natural': 0.0611, 'ingredient': 0.0421, 'worcestershire': 0.0, 'sauce': 0.0448, 'expert': 0.0011, 'taste': 0.8609, 'great': 0.2048}"
350525,"{'great': 0.2048, 'gift': 0.0399, 'party': 0.0056, 'giver': 0.0, 'pricey': 0.0032, 'special': 0.0065, 'sure': 0.0294, 'much': 0.0965, 'may': 0.0203, 'improve': 0.0021, 'taste': 0.8609, 'wine': 0.0028, 'fun': 0.0034, 'use': 0.223}"
320550,"{'first': 0.1699, 'find': 0.179, 'lean': 0.0006, 'treat': 0.0484, 'vet': 0.0043, 'clinic': 0.0, 'dog': 0.064, 'go': 0.1099, 'anything': 0.0238, 'love': 0.2099, 'little': 0.1007}"
226864,"{'order': 0.0983, 'gift': 0.0399, 'disappointed': 0.0184, 'plant': 0.005, 'soak': 0.0026, 'water': 0.0679, 'part': 0.0297, 'cut': 0.0095, 'never': 0.1027, 'live': 0.0285, 'internet': 0.0018}"
275598,"{'honey': 0.0306, 'great': 0.2048, 'open': 0.0221, 'box': 0.0631, 'jar': 0.029, 'broken': 0.003, 'spill': 0.0012, 'everywhere': 0.0016, 'salvage': 0.0001, 'one': 0.203, 'enjoy': 0.0462, 'maybe': 0.0144, 'next': 0.0334, 'time': 0.2712, 'check': 0.0067, 'local': 0.0624, 'health': 0.0337, 'food': 0.1336, 'store': 0.0669, 'instead': 0.0396, 'break': 0.0101}"
169925,"{'family': 0.0221, 'love': 0.2099, 'pasta': 0.0151, 'get': 0.2242, 'one': 0.203, 'store': 0.0669, 'super': 0.009, 'convenient': 0.0069, 'plus': 0.029, 'way': 0.0485, 'expensive': 0.0211, 'buying': 0.0104, 'bulk': 0.0047, 'amazon': 0.1079}"
176332,"{'good': 0.3202, 'bread': 0.0521, 'great': 0.2048, 'texture': 0.0228, 'dry': 0.0258, 'quickly': 0.009, 'well': 0.1196, 'flavour': 0.0004, 'comapred': 0.0, 'hodgson': 0.0002, 'mill': 0.0022, 'honey': 0.0306, 'whole': 0.0329, 'wheat': 0.0102, 'mix': 0.0528, 'ounce': 0.0132, 'box': 0.0631, 'pack': 0.0429, 'make': 0.1968, 'olive': 0.0092, 'oil': 0.0301, 'come': 0.0602, 'moist': 0.0023, 'delicious': 0.0478, 'downside': 0.0005, 'bit': 0.1111, 'expensive': 0.0211, 'worth': 0.0254, 'cost': 0.0164}"
56416,"{'kashi': 0.0002, 'tasty': 0.0285, 'healthy': 0.038, 'snack': 0.0403, 'fill': 0.0152, 'tide': 0.0001}"
83750,"{'nine': 0.0009, 'month': 0.0321, 'old': 0.0296, 'daughter': 0.0201, 'ready': 0.0041, 'substantial': 0.0017, 'breakfast': 0.0145, 'plain': 0.0087, 'cereal': 0.0209, 'want': 0.1432, 'get': 0.2242, 'nutrient': 0.0014, 'vitamins': 0.0002, 'need': 0.1127, 'especially': 0.0306, 'iron': 0.0008, 'fruit': 0.0206, 'vegetable': 0.0063, 'enough': 0.0857, 'blend': 0.0224, 'grain': 0.0117, 'case': 0.0462, 'yogurt': 0.0055, 'provide': 0.0062, 'everything': 0.0249, 'good': 0.3202, 'keep': 0.0416, 'full': 0.0221, 'several': 0.0411, 'hour': 0.0115, 'plus': 0.029, 'flavor': 0.2356, 'overly': 0.0031, 'sweet': 0.0651, 'one': 0.203, 'note': 0.0072, 'least': 0.0147, 'two': 0.0435, 'include': 0.0123, 'baby': 0.0099, 'young': 0.0021, 'year': 0.0634, 'may': 0.0203, 'reaction': 0.001, 'dairy': 0.0023, 'food': 0.1336, 'watch': 0.0114}"
3360,"{'order': 0.0983, 'christmas': 0.0056, 'present': 0.0018, 'daughter': 0.0201, 'son': 0.0213, 'law': 0.001, 'try': 0.4054, 'day': 0.0596, 'give': 0.0822, 'thumb': 0.001}"
416389,"{'evangers': 0.0, 'dog': 0.064, 'food': 0.1336, 'wonderful': 0.0213, 'product': 0.5975, 'boxer': 0.0001, 'periots': 0.0, 'prepare': 0.0054, 'dish': 0.0078, 'happy': 0.0647}"
208238,"{'horrible': 0.0039, 'good': 0.3202, 'either': 0.0156, 'hey': 0.0009, 'taste': 0.8609, 'like': 0.7999, 'plain': 0.0087, 'fig': 0.0011, 'newton': 0.0007, 'anything': 0.0238, 'blueberry': 0.0033, 'nutrigrain': 0.0002, 'bar': 0.0283, 'big': 0.0276, 'dont': 0.0077, 'buy': 0.1414}"
447436,"{'happy': 0.0647, 'find': 0.179, 'jello': 0.0007, 'custard': 0.001, 'mix': 0.0528, 'grow': 0.0087, 'dissappointed': 0.0003, 'local': 0.0624, 'grocery': 0.0266, 'store': 0.0669, 'stop': 0.0096, 'carring': 0.0, 'product': 0.5975, 'make': 0.1968, 'still': 0.041, 'taste': 0.8609, 'great': 0.2048}"
185700,"{'best': 0.0951, 'rice': 0.0189, 'cake': 0.0099, 'ever': 0.0301, 'buy': 0.1414, 'regularly': 0.0013, 'amazon': 0.1079, 'even': 0.0707, 'fresher': 0.0005, 'large': 0.0227, 'organic': 0.0285, 'chain': 0.0029, 'food': 0.1336, 'store': 0.0669, 'use': 0.223, 'tasty': 0.0285, 'fill': 0.0152, 'agree': 0.0087, 'crumble': 0.0007, 'much': 0.0965, 'problem': 0.0252, 'crumb': 0.0019}"
184838,"{'love': 0.2099, 'aroma': 0.0079, 'tea': 0.176, 'consider': 0.0077, 'use': 0.223, 'bag': 0.0715, 'make': 0.1968, 'sachet': 0.0002, 'unlike': 0.0087, 'flavor': 0.2356, 'every': 0.0373, 'bit': 0.1111, 'good': 0.3202, 'heavenly': 0.0006}"
76755,"{'husband': 0.0199, 'coffee': 0.1981, 'drinker': 0.0041, 'family': 0.0221, 'try': 0.4054, 'dozen': 0.0014, 'flavor': 0.2356, 'since': 0.0434, 'get': 0.2242, 'keurig': 0.0061, 'last': 0.034, 'year': 0.0634, 'one': 0.203, 'prefers': 0.0008, 'say': 0.0696, 'full': 0.0221, 'body': 0.0094, 'lot': 0.0388, 'without': 0.0332, 'stoutness': 0.0, 'something': 0.0857, 'like': 0.7999, 'starbuck': 0.0008, 'buy': 0.1414, 'k': 0.0144, 'cup': 0.0766, 'time': 0.2712}"
283648,"{'hot': 0.0403, 'tasty': 0.0285, 'sweet': 0.0651, 'overly': 0.0031, 'really': 0.2677, 'glad': 0.0254, 'take': 0.0641, 'chance': 0.0031, 'order': 0.0983}"
113143,"{'order': 0.0983, 'coconut': 0.0256, 'oil': 0.0301, 'week': 0.0487, 'ago': 0.0104, 'use': 0.223, 'since': 0.0434, 'day': 0.0596, 'result': 0.0083, 'amaze': 0.0086, 'much': 0.0965, 'good': 0.3202, 'skin': 0.0042, 'smooth': 0.0123, 'radiate': 0.0, 'doesnt': 0.0005, 'feel': 0.0263, 'tacky': 0.0, 'observation': 0.0, 'take': 0.0641, 'tablespoon': 0.0051, 'every': 0.0373, 'meal': 0.0179, 'time': 0.2712, 'help': 0.0196, 'reduce': 0.0033, 'underlie': 0.0, 'fat': 0.0185, 'belly': 0.0013, 'lbs': 0.0007, 'try': 0.4054, 'get': 0.2242, 'rid': 0.002, 'last': 0.034, 'bid': 0.0, 'see': 0.0378, 'combine': 0.0018, 'regular': 0.0268, 'workout': 0.0004, 'perfect': 0.0335, 'express': 0.0001, 'enough': 0.0857, 'benefit': 0.0142, 'ta': 0.0005}"
548980,"{'kid': 0.0179, 'vegetarian': 0.0023, 'cook': 0.0176, 'pasta': 0.0151, 'barilla': 0.0, 'plus': 0.029, 'saut': 0.0002, 'eacute': 0.0003, 'variety': 0.0159, 'vegetable': 0.0063, 'add': 0.0918, 'field': 0.0001, 'roast': 0.0167, 'brand': 0.0518, 'sausage': 0.0019, 'mix': 0.0528, 'together': 0.0053, 'mayacamas': 0.0, 'spicy': 0.0107, 'skillet': 0.0005, 'toss': 0.0016, 'quick': 0.0117, 'nutritious': 0.0043, 'tasty': 0.0285, 'even': 0.0707}"
13177,"{'first': 0.1699, 'tried': 0.0343, 'coffee': 0.1981, 'dark': 0.0161, 'rich': 0.0122, 'overly': 0.0031, 'strong': 0.0343, 'flavor': 0.2356, 'color': 0.0143, 'fact': 0.0119, 'bit': 0.1111, 'bitter': 0.038, 'definately': 0.0013, 'blend': 0.0224, 'would': 0.139, 'recommend': 0.0587, 'decide': 0.0159, 'work': 0.0508, 'amount': 0.0236, 'use': 0.223, 'pot': 0.0051, 'ultimately': 0.0001, 'end': 0.0129, 'less': 0.0289, 'recommended': 0.0011, 'turn': 0.0356, 'good': 0.3202, 'like': 0.7999, 'black': 0.047, 'unduly': 0.0, 'usually': 0.0385, 'starbuck': 0.0008, 'seattle': 0.0005, 'best': 0.0951, 'french': 0.0059, 'roast': 0.0167, 'still': 0.041, 'prefer': 0.0144, 'brand': 0.0518, 'buy': 0.1414, 'bag': 0.0715, 'without': 0.0332, 'hesitation': 0.0002, 'low': 0.0217, 'acidity': 0.0004, 'content': 0.0059, 'even': 0.0707, 'thermos': 0.0003, 'number': 0.0033, 'hour': 0.0115, 'retain': 0.0003, 'aroma': 0.0079, 'flavorful': 0.0079, 'cup': 0.0766, 'fine': 0.0157, 'grind': 0.0043, 'nice': 0.0503, 'touch': 0.0033, 'give': 0.0822, 'one': 0.203, 'feeling': 0.0014, 'ground': 0.0089, 'bean': 0.0194, 'vast': 0.0003, 'improvement': 0.0006, 'usual': 0.0039, 'store': 0.0669, 'variety': 0.0159, 'try': 0.4054, 'chance': 0.0031, 'grow': 0.0087}"
456965,"{'really': 0.2677, 'love': 0.2099, 'tea': 0.176, 'like': 0.7999, 'way': 0.0485, 'flower': 0.002, 'taste': 0.8609, 'thats': 0.001, 'teas': 0.0027, 'brew': 0.0356, 'time': 0.2712}"
253233,"{'good': 0.3202, 'need': 0.1127, 'something': 0.0857, 'easy': 0.0383, 'bring': 0.0098, 'work': 0.0508, 'lunch': 0.0067, 'portion': 0.008, 'heat': 0.0093, 'little': 0.1007, 'minute': 0.0153, 'best': 0.0951, 'tasting': 0.0027, 'can': 0.018, 'clam': 0.0007, 'chowder': 0.0004, 'watery': 0.0013, 'side': 0.0114, 'almost': 0.0579, 'sour': 0.0044, 'aftertaste': 0.0052, 'totally': 0.005, 'fine': 0.0157, 'palatable': 0.0005, 'price': 0.0836}"
8558,"{'great': 0.2048, 'taste': 0.8609, 'coffee': 0.1981, 'strong': 0.0343, 'obnoxiously': 0.0, 'nasty': 0.0023, 'aftertaste': 0.0052, 'bad': 0.0357, 'purchase': 0.0611, 'subscribe': 0.0072, 'save': 0.0462, 'anymore': 0.0032}"
273369,"{'lifeboat': 0.0001, 'tea': 0.176, 'instantly': 0.0005, 'become': 0.0218, 'favorite': 0.0392, 'daily': 0.0155, 'staple': 0.0019, 'first': 0.1699, 'cup': 0.0766, 'original': 0.0172, 'packaging': 0.0206, 'describe': 0.0029, 'strength': 0.0017, 'character': 0.001, 'entirely': 0.0014, 'accurate': 0.0004, 'flavor': 0.2356, 'robust': 0.0019, 'hint': 0.0055, 'sweetness': 0.0052, 'even': 0.0707, 'though': 0.0274, 'like': 0.7999, 'brew': 0.0356, 'strong': 0.0343, 'enough': 0.0857, 'etch': 0.0, 'paint': 0.0002, 'never': 0.1027, 'bitter': 0.038, 'also': 0.085, 'appreciate': 0.0021, 'proceeds': 0.0001, 'sale': 0.0056, 'help': 0.0196, 'fund': 0.0, 'rescue': 0.0008, 'coast': 0.0003, 'british': 0.0029, 'isle': 0.0001, 'nothing': 0.0131, 'drink': 0.0721, 'outstanding': 0.0053, 'know': 0.1252, 'good': 0.3202, 'time': 0.2712}"
239256,"{'amazon': 0.1079, 'get': 0.2242, 'star': 0.0243, 'handle': 0.0053, 'box': 0.0631, 'problem': 0.0252, 'replacement': 0.0026, 'first': 0.1699, 'shipment': 0.0044, 'come': 0.0602, 'moldy': 0.0001, 'permeate': 0.0, 'cigar': 0.0001, 'type': 0.0288, 'smell': 0.0282, 'way': 0.0485, 'candy': 0.0274, 'remember': 0.0069, 'bar': 0.0283, 'actually': 0.0227, 'since': 0.0434, 'issue': 0.011, 'offer': 0.0078, 'send': 0.0098, 'back': 0.0329, 'dime': 0.0002, 'could': 0.0452, 'whiff': 0.0001, 'content': 0.0059, 'taste': 0.8609, 'piece': 0.0177, 'week': 0.0487, 'car': 0.0018, 'less': 0.0289, 'garage': 0.0001, 'air': 0.0025, 'still': 0.041, 'change': 0.0404, 'fact': 0.0119, 'kitchen': 0.0111, 'pantry': 0.0036, 'wreaks': 0.0, 'like': 0.7999, 'wet': 0.0038, 'camel': 0.0, 'form': 0.0067}"
394310,"{'best': 0.0951, 'flavor': 0.2356, 'top': 0.017, 'non': 0.0162, 'reserve': 0.0006, 'sauce': 0.0448, 'yes': 0.0066, 'really': 0.2677, 'hot': 0.0403, 'ready': 0.0041, 'move': 0.0112, 'would': 0.139, 'suggest': 0.0051, 'mad': 0.0003, 'dog': 0.064, 'silver': 0.0003, 'collector': 0.0, 'edition': 0.0001, 'didnt': 0.0009, 'power': 0.0016, 'extract': 0.0031, 'taste': 0.8609, 'ultra': 0.0005, 'death': 0.0005, 'good': 0.3202, 'luck': 0.0011, 'enjoy': 0.0462, 'small': 0.0457, 'amount': 0.0236, 'first': 0.1699}"
392232,"{'cat': 0.0369, 'love': 0.2099, 'treat': 0.0484, 'tried': 0.0343, 'many': 0.0356, 'prior': 0.0018, 'pounce': 0.0001, 'would': 0.139, 'eat': 0.0914, 'problem': 0.0252, 'introduce': 0.0022, 'crunchy': 0.0083, 'tuna': 0.0081, 'want': 0.1432, 'give': 0.0822, 'take': 0.0641, 'time': 0.2712, 'walk': 0.0009, 'away': 0.0214, 'trick': 0.0017, 'recognize': 0.0004, 'package': 0.0406, 'another': 0.0243, 'room': 0.0025, 'hear': 0.0018, 'bag': 0.0715, 'run': 0.0333, 'towards': 0.0005, 'seller': 0.0055, 'expect': 0.0452, 'receive': 0.0258, 'delivery': 0.0055, 'august': 0.0002, '17th': 0.0, 'instead': 0.0396, 'next': 0.0334, 'day': 0.0596, 'place': 0.0152, 'order': 0.0983, 'pleasant': 0.0048, 'surprise': 0.008, 'definitely': 0.0243, 'thank': 0.0074, 'much': 0.0965}"
81424,"{'crew': 0.0003, 'love': 0.2099, 'tuna': 0.0081, 'flake': 0.0027, 'go': 0.1099, 'fast': 0.0162, 'know': 0.1252, 'house': 0.0108, 'stay': 0.0073, 'side': 0.0114, 'think': 0.0729, 'get': 0.2242, 'treat': 0.0484, 'want': 0.1432, 'kitty': 0.0009, 'please': 0.0233, 'try': 0.4054, 'warn': 0.0014, 'least': 0.0147, 'belly': 0.0013, 'rub': 0.0013, 'money': 0.0165}"
410098,"{'find': 0.179, 'item': 0.023, 'eastern': 0.0001, 'part': 0.0297, 'pennsylvania': 0.0, 'go': 0.1099, 'pittsburgh': 0.0, 'begin': 0.0103, 'year': 0.0634, 'saw': 0.0055, 'grocery': 0.0266, 'store': 0.0669, 'buy': 0.1414, 'box': 0.0631, 'could': 0.0452, 'believe': 0.008, 'think': 0.0729, 'stop': 0.0096, 'make': 0.1968, 'move': 0.0112, 'philadelphia': 0.0001, 'area': 0.0168, 'ago': 0.0104, 'decide': 0.0159, 'order': 0.0983, 'amazon': 0.1079, 'glad': 0.0254, 'love': 0.2099, 'cereal': 0.0209, 'age': 0.0022, 'coco': 0.0014, 'wheat': 0.0102}"
24014,"{'love': 0.2099, 'potato': 0.0068, 'chip': 0.0158, 'go': 0.1099, 'always': 0.0297, 'eat': 0.0914, 'whole': 0.0329, 'bag': 0.0715, 'calorie': 0.0235, 'grams': 0.0011, 'fat': 0.0185, 'pop': 0.0105, 'partial': 0.0003, 'solution': 0.001, 'tasty': 0.0285, 'crunchy': 0.0083, 'satisfy': 0.0081, 'urge': 0.0003, 'serving': 0.0109, 'fry': 0.0048, 'taste': 0.8609, 'good': 0.3202, 'try': 0.4054, 'em': 0.0013}"
