Id,Similar_Nouns
17275,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('sugar', 0.4343532561056769), ('coffee', 0.5149293216837122), ('drinker', 0.5052557168775925), ('coffee', 0.5149293216837122)]"
91256,[]
469464,"[('grocery', 0.5580467641635928), ('grocery', 0.5580467641635928)]"
530890,"[('kosher', 0.46302145658113236), ('milk', 0.5008447678701654), ('meat', 0.6200302489571704), ('dairy', 0.530063301488908), ('meat', 0.6200302489571704), ('dairy', 0.530063301488908), ('meal', 0.5870303326567043)]"
373380,"[('taste', 0.44171644906200236)]"
366103,"[('meal', 0.5870303326567043), ('flavor', 0.4170213068048639)]"
539955,"[('flavor', 0.4170213068048639)]"
482801,"[('water', 0.43853471357412066), ('taste', 0.44171644906200236), ('sugar', 0.4343532561056769), ('water', 0.43853471357412066)]"
202191,"[('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('marshmallow', 0.4372298686781058)]"
32146,"[('flavor', 0.4170213068048639)]"
70916,"[('taste', 0.44171644906200236)]"
221430,[]
395409,"[('starve', 0.44410476754977585), ('consume', 0.5502905044743368), ('taste', 0.44171644906200236), ('chocolate', 0.4372298686781058)]"
551222,"[('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('food', 1.0)]"
373930,[]
484160,"[('coffee', 0.5149293216837122), ('milk', 0.5008447678701654), ('milk', 0.5008447678701654), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122)]"
105276,"[('sugar', 0.4343532561056769)]"
149680,"[('coffee', 0.5149293216837122), ('taste', 0.44171644906200236)]"
47099,"[('flavor', 0.4170213068048639), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058)]"
188805,"[('wheat', 0.43992532926219513), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236)]"
235837,"[('flavor', 0.4170213068048639)]"
545509,"[('taste', 0.44171644906200236), ('food', 1.0), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236)]"
417424,"[('food', 1.0), ('taste', 0.44171644906200236)]"
506596,"[('leftover', 0.4327330626720494), ('food', 1.0)]"
353216,"[('taste', 0.44171644906200236), ('corn', 0.4219047297000621), ('corn', 0.4219047297000621), ('corn', 0.4219047297000621)]"
165695,"[('coco', 0.4120167342395654)]"
66281,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
230152,"[('coffee', 0.5149293216837122), ('turkey', 0.4076043524020988), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236)]"
439507,[]
122827,"[('food', 1.0), ('eat', 0.436267431730103), ('chocolate', 0.4372298686781058), ('twizzlers', 0.46927982302956284), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('packaging', 0.4989211717768639)]"
89706,"[('food', 1.0), ('eater', 0.5609087883834228), ('food', 1.0), ('feed', 0.4447960733032097), ('ingredient', 0.4985767690850275), ('beef', 0.4531297604587793), ('meal', 0.5870303326567043), ('rice', 0.502908458255061), ('food', 1.0), ('corn', 0.4219047297000621), ('flavor', 0.4170213068048639), ('food', 1.0), ('eat', 0.436267431730103), ('ingredient', 0.4985767690850275)]"
68427,"[('ramyun', 0.42998315750168686), ('gourmet', 0.4728277470961251)]"
153605,"[('gluten', 0.45687250262567375), ('snack', 0.5345618016662753), ('potato', 0.4062895082774807), ('corn', 0.4219047297000621)]"
11298,"[('pasta', 0.47385021044293485)]"
463547,"[('bread', 0.5305724757722691), ('eat', 0.436267431730103), ('eat', 0.436267431730103), ('flavor', 0.4170213068048639), ('sugar', 0.4343532561056769)]"
110796,[]
192117,"[('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639)]"
121950,"[('food', 1.0), ('food', 1.0), ('ingredient', 0.4985767690850275), ('allergy', 0.4065883923674866), ('food', 1.0), ('food', 1.0), ('eat', 0.436267431730103), ('savor', 0.44171644906200236), ('food', 1.0), ('food', 1.0)]"
109500,"[('coconut', 0.4120167342395654), ('water', 0.43853471357412066), ('taste', 0.44171644906200236), ('water', 0.43853471357412066), ('flavor', 0.4170213068048639)]"
174646,"[('breakfast', 0.5167373461515301), ('breakfast', 0.5167373461515301), ('water', 0.43853471357412066), ('water', 0.43853471357412066), ('water', 0.43853471357412066)]"
3576,"[('flavor', 0.4170213068048639), ('munch', 0.5345618016662753), ('flavor', 0.4170213068048639), ('supply', 0.4934081082373573), ('flavor', 0.4170213068048639), ('freshen', 0.47669645106863906), ('flavor', 0.4170213068048639), ('watermelon', 0.5110850610929822), ('flavor', 0.4170213068048639), ('freshen', 0.47669645106863906)]"
249633,"[('drink', 0.5052557168775925), ('fruit', 0.49901902789989183), ('fruit', 0.49901902789989183), ('taste', 0.44171644906200236), ('watermelon', 0.5110850610929822), ('flavor', 0.4170213068048639), ('fruit', 0.49901902789989183), ('drink', 0.5052557168775925)]"
17349,"[('gluten', 0.45687250262567375), ('eat', 0.436267431730103)]"
37633,"[('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('supply', 0.4934081082373573), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('chocolate', 0.4372298686781058), ('snack', 0.5345618016662753), ('chocolate', 0.4372298686781058), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('craves', 0.4705844874300873), ('milk', 0.5008447678701654), ('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('cheesecake', 0.45647155656052174), ('chocolate', 0.4372298686781058), ('milk', 0.5008447678701654), ('coffee', 0.5149293216837122), ('meal', 0.5870303326567043), ('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('chocolate', 0.4372298686781058)]"
38693,"[('ingredient', 0.4985767690850275), ('ingredient', 0.4985767690850275), ('food', 1.0), ('dish', 0.43078554450547313), ('water', 0.43853471357412066), ('eat', 0.436267431730103), ('potato', 0.4062895082774807), ('snack', 0.5345618016662753), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('corn', 0.4219047297000621)]"
65708,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('milk', 0.5008447678701654), ('milk', 0.5008447678701654), ('restaurant', 0.5310369754597499), ('flavor', 0.4170213068048639), ('milk', 0.5008447678701654), ('water', 0.43853471357412066), ('sugar', 0.4343532561056769)]"
36648,"[('wheat', 0.43992532926219513), ('taste', 0.44171644906200236), ('ramen', 0.43145416577123996), ('taste', 0.44171644906200236)]"
231283,"[('nutrition', 0.5576449134858804), ('taste', 0.44171644906200236), ('aftertaste', 0.44171644906200236), ('flavor', 0.4170213068048639)]"
63505,"[('beverage', 0.6060569715231393), ('coffee', 0.5149293216837122), ('sugar', 0.4343532561056769), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
427645,[]
552632,"[('taste', 0.44171644906200236), ('shortbread', 0.5305724757722691)]"
215827,"[('coconut', 0.4120167342395654), ('water', 0.43853471357412066), ('coco', 0.4120167342395654), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('coconut', 0.4120167342395654), ('water', 0.43853471357412066)]"
241838,[]
92617,"[('tortilla', 0.47385021044293485), ('taste', 0.44171644906200236), ('salsa', 0.4455103095258692), ('tortilla', 0.47385021044293485), ('salsa', 0.4455103095258692), ('tomato', 0.401778853271251), ('flavor', 0.4170213068048639)]"
363015,"[('consumer', 0.46547348498269914), ('packaging', 0.4989211717768639), ('consumer', 0.46547348498269914)]"
177453,"[('chocolate', 0.4372298686781058), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236)]"
23401,[]
551337,"[('pizza', 0.46639817930773697), ('restaurant', 0.5310369754597499)]"
45465,"[('bread', 0.5305724757722691), ('taste', 0.44171644906200236), ('bread', 0.5305724757722691)]"
282896,"[('ingredient', 0.4985767690850275), ('corn', 0.4219047297000621), ('wheat', 0.43992532926219513), ('protein', 0.41133759745673865), ('taste', 0.44171644906200236), ('grocery', 0.5580467641635928)]"
478805,"[('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236)]"
103114,"[('taste', 0.44171644906200236), ('sugar', 0.4343532561056769)]"
404796,[]
88940,"[('flavour', 0.4203459338782107), ('aftertaste', 0.44171644906200236)]"
17063,"[('rice', 0.502908458255061), ('rice', 0.502908458255061), ('taste', 0.44171644906200236), ('rice', 0.502908458255061), ('rice', 0.502908458255061), ('rice', 0.502908458255061)]"
169481,"[('chocolate', 0.4372298686781058), ('drink', 0.5052557168775925), ('flavor', 0.4170213068048639), ('drink', 0.5052557168775925)]"
214949,"[('supply', 0.4934081082373573)]"
71983,"[('sugar', 0.4343532561056769), ('taste', 0.44171644906200236)]"
209245,"[('food', 1.0), ('flavor', 0.4170213068048639), ('grain', 0.4782220650935332), ('food', 1.0), ('eat', 0.436267431730103), ('food', 1.0), ('flavor', 0.4170213068048639), ('venison', 0.4531297604587793), ('food', 1.0), ('flavor', 0.4170213068048639), ('food', 1.0)]"
362726,[]
457262,"[('wheat', 0.43992532926219513), ('wheat', 0.43992532926219513), ('wheat', 0.43992532926219513), ('pizza', 0.46639817930773697), ('gluten', 0.45687250262567375), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('pizza', 0.46639817930773697), ('flavor', 0.4170213068048639), ('pizza', 0.46639817930773697), ('sugar', 0.4343532561056769), ('taste', 0.44171644906200236), ('gluten', 0.45687250262567375), ('aftertaste', 0.44171644906200236)]"
493371,"[('chicken', 0.471460544905692), ('chicken', 0.471460544905692)]"
438059,"[('drink', 0.5052557168775925), ('taste', 0.44171644906200236)]"
275762,"[('chocolate', 0.4372298686781058), ('goodness', 0.40731084907232445)]"
402182,"[('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122), ('breakfast', 0.5167373461515301), ('taste', 0.44171644906200236)]"
32989,[]
403777,"[('milk', 0.5008447678701654), ('chocolate', 0.4372298686781058)]"
534253,[]
436892,"[('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('taste', 0.44171644906200236), ('sugar', 0.4343532561056769), ('taste', 0.44171644906200236)]"
34751,"[('flavor', 0.4170213068048639), ('beef', 0.4531297604587793), ('ingredient', 0.4985767690850275), ('flavor', 0.4170213068048639)]"
138162,"[('taste', 0.44171644906200236)]"
266156,[]
311626,"[('bread', 0.5305724757722691), ('baking', 0.42550906083744133)]"
79263,"[('gluten', 0.45687250262567375), ('dairy', 0.530063301488908), ('food', 1.0), ('food', 1.0), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('food', 1.0)]"
441306,"[('taste', 0.44171644906200236), ('food', 1.0)]"
21007,"[('delivery', 0.4237622013034228)]"
372518,"[('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('packaging', 0.4989211717768639), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639)]"
500777,"[('water', 0.43853471357412066)]"
131892,"[('taste', 0.44171644906200236)]"
472914,"[('food', 1.0), ('grain', 0.4782220650935332), ('eat', 0.436267431730103), ('digestion', 0.43307666813783247), ('nutrient', 0.5542617823247532), ('filler', 0.40160676505033166), ('delivery', 0.4237622013034228)]"
470982,"[('chocolate', 0.4372298686781058), ('breakfast', 0.5167373461515301), ('sugar', 0.4343532561056769)]"
157946,"[('cereal', 0.5373505749073971), ('food', 1.0), ('tasty', 0.4626621565316741), ('cereal', 0.5373505749073971), ('taste', 0.44171644906200236), ('eat', 0.436267431730103), ('cereal', 0.5373505749073971)]"
492514,"[('flavor', 0.4170213068048639)]"
178467,[]
525521,"[('eat', 0.436267431730103)]"
255408,"[('ingredient', 0.4985767690850275), ('grain', 0.4782220650935332), ('beef', 0.4531297604587793), ('fruit', 0.49901902789989183), ('veggie', 0.4988461285784848), ('eat', 0.436267431730103), ('food', 1.0), ('eat', 0.436267431730103), ('meal', 0.5870303326567043)]"
261309,"[('coffee', 0.5149293216837122)]"
370071,"[('taste', 0.44171644906200236)]"
162940,"[('flavor', 0.4170213068048639)]"
325469,[]
347465,"[('taste', 0.44171644906200236)]"
51811,"[('manuka', 0.41577682287953666), ('honey', 0.41577682287953666)]"
239768,"[('pasta', 0.47385021044293485), ('water', 0.43853471357412066), ('pasta', 0.47385021044293485)]"
19295,"[('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236)]"
124489,"[('pasta', 0.47385021044293485), ('bruschetta', 0.47385021044293485)]"
371479,"[('beef', 0.4531297604587793), ('taste', 0.44171644906200236)]"
178869,"[('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('filler', 0.40160676505033166), ('drink', 0.5052557168775925), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('taste', 0.44171644906200236), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('food', 1.0)]"
330273,"[('flavor', 0.4170213068048639), ('pasta', 0.47385021044293485), ('potato', 0.4062895082774807), ('corn', 0.4219047297000621), ('beef', 0.4531297604587793), ('pantry', 0.44294280308466694)]"
51313,"[('taste', 0.44171644906200236)]"
38989,"[('taste', 0.44171644906200236), ('ingredient', 0.4985767690850275), ('water', 0.43853471357412066)]"
147136,"[('flavor', 0.4170213068048639)]"
127168,"[('soup', 0.46200803866372436)]"
387593,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122)]"
304255,[]
552185,"[('food', 1.0), ('taste', 0.44171644906200236)]"
381773,"[('taste', 0.44171644906200236), ('sugar', 0.4343532561056769), ('meal', 0.5870303326567043), ('food', 1.0), ('food', 1.0), ('food', 1.0)]"
506276,"[('food', 1.0)]"
56869,"[('taste', 0.44171644906200236), ('packaging', 0.4989211717768639)]"
542221,[]
26595,[]
169243,"[('coffe', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
226516,"[('grocery', 0.5580467641635928)]"
126478,"[('taste', 0.44171644906200236), ('rice', 0.502908458255061)]"
62534,"[('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
452321,"[('coconut', 0.4120167342395654)]"
223562,[]
472229,"[('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122)]"
45362,"[('taste', 0.44171644906200236)]"
208760,"[('snack', 0.5345618016662753), ('food', 1.0), ('meal', 0.5870303326567043), ('savory', 0.4626621565316741), ('flavor', 0.4170213068048639), ('beef', 0.4531297604587793)]"
196126,[]
521878,"[('taste', 0.44171644906200236)]"
532541,"[('cucumber', 0.401778853271251), ('marinate', 0.6331363471037088)]"
429127,"[('food', 1.0), ('food', 1.0), ('food', 1.0), ('food', 1.0), ('food', 1.0), ('meat', 0.6200302489571704), ('grain', 0.4782220650935332), ('food', 1.0)]"
21478,[]
390144,"[('nutri', 0.5542617823247532), ('grain', 0.4782220650935332), ('kellogg', 0.5373505749073971), ('yogurt', 0.46615437499021933)]"
3452,"[('aftertaste', 0.44171644906200236), ('water', 0.43853471357412066)]"
224838,"[('fruit', 0.49901902789989183)]"
437239,[]
456624,[]
400920,[]
55949,"[('coffee', 0.5149293216837122), ('supermarket', 0.5611237098551336)]"
432171,"[('water', 0.43853471357412066)]"
458683,"[('packaging', 0.4989211717768639)]"
508986,"[('tapioca', 0.502908458255061)]"
326912,"[('eat', 0.436267431730103)]"
276447,[]
70884,"[('granola', 0.46615437499021933), ('eat', 0.436267431730103)]"
261355,"[('taste', 0.44171644906200236)]"
340079,"[('chocolate', 0.4372298686781058), ('taste', 0.44171644906200236)]"
293309,"[('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('sugar', 0.4343532561056769)]"
549985,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
475290,"[('sugar', 0.4343532561056769), ('milk', 0.5008447678701654), ('convenience', 0.47771072027918754), ('milk', 0.5008447678701654), ('water', 0.43853471357412066), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('drink', 0.5052557168775925)]"
283760,"[('shortbread', 0.5305724757722691), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769)]"
431033,"[('coffee', 0.5149293216837122), ('drinker', 0.5052557168775925), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
247594,[]
199589,[]
92397,"[('coffee', 0.5149293216837122)]"
189357,[]
514117,"[('coconut', 0.4120167342395654), ('ingredient', 0.4985767690850275), ('coconut', 0.4120167342395654), ('coconut', 0.4120167342395654), ('taste', 0.44171644906200236), ('ingredient', 0.4985767690850275), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('coconut', 0.4120167342395654), ('taste', 0.44171644906200236), ('coconut', 0.4120167342395654), ('coconut', 0.4120167342395654)]"
415684,[]
141205,"[('cheese', 0.41129490117464185)]"
931,"[('food', 1.0), ('feed', 0.4447960733032097)]"
462095,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('sugar', 0.4343532561056769), ('taster', 0.44171644906200236), ('taster', 0.44171644906200236), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('sugar', 0.4343532561056769), ('coffee', 0.5149293216837122), ('sugar', 0.4343532561056769), ('water', 0.43853471357412066)]"
396832,"[('goodness', 0.40731084907232445), ('food', 1.0), ('taste', 0.44171644906200236)]"
489651,[]
164466,"[('mushroom', 0.4149692194961303), ('beef', 0.4531297604587793)]"
134390,"[('medicine', 0.40572436089182895), ('food', 1.0)]"
85183,"[('drink', 0.5052557168775925)]"
39841,[]
61740,"[('drinker', 0.5052557168775925), ('consume', 0.5502905044743368), ('sugar', 0.4343532561056769), ('milk', 0.5008447678701654), ('water', 0.43853471357412066), ('convenience', 0.47771072027918754), ('convenience', 0.47771072027918754), ('coffee', 0.5149293216837122), ('beverage', 0.6060569715231393)]"
43897,"[('breakfast', 0.5167373461515301), ('milk', 0.5008447678701654), ('honey', 0.41577682287953666)]"
248080,"[('fruit', 0.49901902789989183)]"
342443,"[('taste', 0.44171644906200236), ('chocolate', 0.4372298686781058), ('milk', 0.5008447678701654), ('chocolate', 0.4372298686781058)]"
105220,"[('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('food', 1.0), ('food', 1.0)]"
46621,"[('supply', 0.4934081082373573)]"
557666,[]
95367,"[('cereal', 0.5373505749073971), ('raisins', 0.5110850610929822), ('meal', 0.5870303326567043)]"
564180,"[('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('milk', 0.5008447678701654), ('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('flavor', 0.4170213068048639), ('milk', 0.5008447678701654), ('milk', 0.5008447678701654), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('taste', 0.44171644906200236), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('milk', 0.5008447678701654), ('coffee', 0.5149293216837122), ('milk', 0.5008447678701654), ('flavor', 0.4170213068048639), ('sugar', 0.4343532561056769), ('coffees', 0.5149293216837122), ('coffee', 0.5149293216837122), ('sugar', 0.4343532561056769), ('milk', 0.5008447678701654), ('goodness', 0.40731084907232445), ('coffee', 0.5149293216837122)]"
110601,"[('water', 0.43853471357412066), ('coffee', 0.5149293216837122)]"
349048,"[('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639)]"
81014,[]
376826,"[('medicine', 0.40572436089182895)]"
238529,"[('yogurt', 0.46615437499021933), ('yogurt', 0.46615437499021933), ('supermarket', 0.5611237098551336), ('yogurt', 0.46615437499021933), ('supply', 0.4934081082373573)]"
316602,"[('snack', 0.5345618016662753)]"
122431,[]
78343,"[('taste', 0.44171644906200236)]"
548471,[]
153677,"[('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('flavor', 0.4170213068048639), ('coconut', 0.4120167342395654), ('milk', 0.5008447678701654), ('water', 0.43853471357412066), ('sugar', 0.4343532561056769)]"
132977,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122)]"
50553,"[('packaging', 0.4989211717768639), ('meal', 0.5870303326567043), ('food', 1.0), ('food', 1.0)]"
30179,"[('gluten', 0.45687250262567375), ('bread', 0.5305724757722691), ('bread', 0.5305724757722691), ('eat', 0.436267431730103), ('toasting', 0.42550906083744133), ('bread', 0.5305724757722691), ('bread', 0.5305724757722691), ('taste', 0.44171644906200236), ('bakes', 0.40730202152811246), ('sandwich', 0.43480637258634464)]"
535280,"[('diet', 0.4633614050995177), ('drink', 0.5052557168775925), ('eat', 0.436267431730103), ('flavor', 0.4170213068048639), ('eat', 0.436267431730103)]"
227024,"[('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('chocolate', 0.4372298686781058), ('coconut', 0.4120167342395654), ('flavor', 0.4170213068048639), ('snack', 0.5345618016662753)]"
220270,"[('nutrition', 0.5576449134858804)]"
375872,"[('eat', 0.436267431730103), ('food', 1.0), ('meat', 0.6200302489571704), ('meat', 0.6200302489571704), ('food', 1.0)]"
2888,"[('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
47005,"[('food', 1.0), ('pasta', 0.47385021044293485), ('bread', 0.5305724757722691)]"
522748,"[('water', 0.43853471357412066), ('sugar', 0.4343532561056769), ('ingredient', 0.4985767690850275), ('water', 0.43853471357412066)]"
248013,"[('milk', 0.5008447678701654)]"
100367,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('water', 0.43853471357412066), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
24251,"[('flavor', 0.4170213068048639)]"
457079,"[('honey', 0.41577682287953666)]"
224869,[]
534998,"[('milk', 0.5008447678701654)]"
360524,"[('mushroom', 0.4149692194961303), ('food', 1.0), ('water', 0.43853471357412066), ('pasta', 0.47385021044293485), ('water', 0.43853471357412066)]"
391233,"[('chicken', 0.471460544905692), ('turkey', 0.4076043524020988), ('beef', 0.4531297604587793), ('meat', 0.6200302489571704), ('flavor', 0.4170213068048639)]"
416651,"[('coffee', 0.5149293216837122), ('breakfast', 0.5167373461515301), ('flavor', 0.4170213068048639), ('pantry', 0.44294280308466694), ('breakfast', 0.5167373461515301), ('taste', 0.44171644906200236)]"
391688,"[('taste', 0.44171644906200236), ('restaurant', 0.5310369754597499), ('flavor', 0.4170213068048639), ('honey', 0.41577682287953666), ('beverage', 0.6060569715231393)]"
469009,"[('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058)]"
237321,"[('drink', 0.5052557168775925), ('coffee', 0.5149293216837122), ('sugar', 0.4343532561056769), ('flavor', 0.4170213068048639)]"
99515,"[('taste', 0.44171644906200236)]"
474695,"[('ingredient', 0.4985767690850275), ('taste', 0.44171644906200236)]"
156016,"[('food', 1.0)]"
118424,[]
164832,"[('salty', 0.4085016823614135), ('snack', 0.5345618016662753)]"
7388,"[('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769)]"
318395,"[('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('fruit', 0.49901902789989183)]"
37391,"[('cheese', 0.41129490117464185), ('flavor', 0.4170213068048639)]"
77127,"[('granola', 0.46615437499021933), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('granola', 0.46615437499021933), ('chocolate', 0.4372298686781058), ('granola', 0.46615437499021933), ('eat', 0.436267431730103), ('cereal', 0.5373505749073971), ('granola', 0.46615437499021933), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236)]"
68888,[]
393375,[]
438433,"[('agar', 0.4135191758273359), ('food', 1.0), ('food', 1.0), ('food', 1.0), ('food', 1.0), ('food', 1.0), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('agar', 0.4135191758273359)]"
510026,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639)]"
289498,"[('coffee', 0.5149293216837122)]"
360054,"[('flavor', 0.4170213068048639)]"
498934,"[('dairy', 0.530063301488908), ('milk', 0.5008447678701654), ('taste', 0.44171644906200236), ('water', 0.43853471357412066)]"
364884,"[('milk', 0.5008447678701654)]"
398051,"[('food', 1.0), ('chicken', 0.471460544905692), ('rice', 0.502908458255061), ('food', 1.0), ('food', 1.0), ('chicken', 0.471460544905692), ('rice', 0.502908458255061), ('beverage', 0.6060569715231393), ('food', 1.0)]"
335369,"[('coffee', 0.5149293216837122), ('drink', 0.5052557168775925), ('taste', 0.44171644906200236), ('pantry', 0.44294280308466694), ('food', 1.0), ('food', 1.0), ('taste', 0.44171644906200236), ('watery', 0.43853471357412066), ('drink', 0.5052557168775925), ('coffee', 0.5149293216837122), ('drink', 0.5052557168775925)]"
430726,"[('quinoa', 0.40470262939382706), ('grain', 0.4782220650935332)]"
108706,[]
143984,"[('snack', 0.5345618016662753), ('chocolate', 0.4372298686781058), ('ingredient', 0.4985767690850275), ('chocolate', 0.4372298686781058), ('taste', 0.44171644906200236)]"
516198,"[('delivery', 0.4237622013034228), ('taste', 0.44171644906200236)]"
255567,[]
446227,"[('corn', 0.4219047297000621), ('food', 1.0), ('water', 0.43853471357412066), ('taste', 0.44171644906200236)]"
489620,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('drink', 0.5052557168775925), ('coffee', 0.5149293216837122), ('water', 0.43853471357412066)]"
15283,"[('taste', 0.44171644906200236), ('chocolatey', 0.4372298686781058), ('coconut', 0.4120167342395654), ('snack', 0.5345618016662753), ('eat', 0.436267431730103)]"
230900,"[('wine', 0.46952504895524755), ('coffee', 0.5149293216837122)]"
149732,[]
128637,[]
408583,"[('grain', 0.4782220650935332), ('bread', 0.5305724757722691), ('bread', 0.5305724757722691)]"
156835,[]
119019,"[('kitchen', 0.4193886364635085), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('teriyaki', 0.43145416577123996), ('taste', 0.44171644906200236), ('water', 0.43853471357412066), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236)]"
